0	50.635853
10	53.087405
20	49.798730
30	53.959624
40	52.466048
50	53.589434
60	50.135350
70	45.149846
80	48.644520
90	46.658986
100	49.456923
110	45.046693
120	48.778802
130	50.711844
140	51.071657
150	51.630451
160	48.521226
170	51.076846
180	53.026063
190	48.019501
200	52.266762
210	54.257179
220	46.423383
230	47.353282
240	47.096011
250	53.436537
260	54.996948
270	48.924375
280	47.972808
290	45.237434
300	45.926237
310	45.562151
320	54.187902
330	47.728965
340	51.911832
350	52.264931
360	47.053591
370	49.684591
380	54.491562
390	46.082797
400	48.852351
410	51.089663
420	48.613392
430	47.251045
440	53.028809
450	54.899899
460	48.455611
470	51.573077
480	45.635395
490	50.048067
500	54.495834
510	54.051180
520	48.030488
530	45.703757
540	51.831874
550	53.772546
560	50.820490
570	46.778924
580	49.752647
590	50.039216
600	49.055910
610	50.687429
620	52.558519
630	49.752953
640	48.678091
650	45.350963
660	51.629841
670	46.046785
680	54.213843
690	48.459883
700	48.749809
710	48.168737
720	47.718894
730	47.977996
740	50.672781
750	52.613147
760	48.976562
770	53.901639
780	54.946287
790	45.505081
800	46.940672
810	51.267586
820	46.978515
830	46.233253
840	52.431257
850	54.410688
860	48.363140
870	52.330851
880	52.079989
890	52.472152
900	46.444746
910	45.610065
920	53.526261
930	46.156041
940	45.142521
950	49.545122
960	51.861476
970	45.738853
980	47.019410
990	47.903531
1000	47.324290
1010	50.325785
1020	46.601917
1030	54.630421
1040	54.248024
1050	48.359478
1060	54.951781
1070	54.980163
1080	51.251717
1090	49.377270
1100	45.484329
1110	47.900174
1120	52.690664
1130	47.019715
1140	51.041444
1150	49.663533
1160	51.347240
1170	53.287912
1180	52.209082
1190	48.751335
1200	52.379070
1210	54.050874
1220	46.889401
1230	51.985076
1240	48.512986
1250	45.803858
1260	51.120487
1270	51.911222
1280	46.491134
1290	53.677328
1300	51.147038
1310	45.432142
1320	54.765313
1330	50.692007
1340	46.739250
1350	53.690451
1360	52.443159
1370	48.269143
1380	45.766015
1390	53.200018
1400	49.482559
1410	47.987457
1420	50.012055
1430	48.230384
1440	48.138829
1450	54.590747
1460	52.250282
1470	54.439985
1480	45.657369
1490	50.245827
1500	54.561144
1510	53.756371
1520	48.221229
1530	50.050508
1540	47.902921
1550	50.511643
1560	46.145360
1570	48.791314
1580	52.933592
1590	48.823664
1600	50.321512
1610	48.951842
1620	52.078768
1630	51.230659
1640	49.915006
1650	49.969024
1660	52.853633
1670	48.570971
1680	51.308481
1690	48.742485
1700	52.432783
1710	51.119877
1720	48.298441
1730	51.392102
1740	53.470717
1750	50.968810
1760	53.539689
1770	46.264687
1780	51.171453
1790	45.659505
1800	51.241035
1810	48.194067
1820	51.610004
1830	53.068789
1840	51.111026
1850	54.006012
1860	51.301767
1870	47.537004
1880	53.551897
1890	49.278085
1900	48.022858
1910	47.255623
1920	46.106296
1930	46.347087
1940	52.881100
1950	52.896359
1960	51.152226
1970	53.566546
1980	53.635823
1990	47.495499
2000	54.848323
2010	45.814234
2020	49.268014
2030	47.587970
2040	47.327647
2050	46.250954
2060	45.801111
2070	45.587176
2080	54.147008
2090	49.327830
2100	53.371838
2110	53.420972
2120	48.976867
2130	45.043336
2140	54.548021
2150	47.410962
2160	47.551347
2170	54.452803
2180	53.902249
2190	54.409772
2200	52.861568
2210	46.424299
2220	48.830073
2230	49.179205
2240	51.599322
2250	45.648518
2260	51.620685
2270	53.026978
2280	51.856288
2290	51.895047
2300	52.777337
2310	53.686789
2320	52.065645
2330	50.519883
2340	45.587786
2350	46.451765
2360	51.199835
2370	54.224830
2380	51.945402
2390	46.559191
2400	50.214393
2410	46.064180
2420	49.417249
2430	52.820978
2440	54.743950
2450	53.703879
2460	49.566179
2470	52.506333
2480	49.047060
2490	54.926145
2500	47.520829
2510	47.476882
2520	51.203192
2530	54.390851
2540	52.796564
2550	51.567583
2560	49.554582
2570	51.641743
2580	51.363414
2590	49.220405
2600	50.405744
2610	50.364544
2620	48.969543
2630	45.366222
2640	46.965087
2650	48.894162
2660	45.709250
2670	46.558885
2680	49.543291
2690	51.973479
2700	51.844691
2710	53.357189
2720	46.995911
2730	53.760033
2740	54.874569
2750	53.957183
2760	49.420606
2770	52.085177
2780	47.855617
2790	49.076357
2800	52.101962
2810	53.960540
2820	48.974120
2830	48.086032
2840	50.705741
2850	52.336955
2860	52.363811
2870	46.393170
2880	47.725913
2890	54.111301
2900	50.176550
2910	54.074374
2920	50.179601
2930	49.385205
2940	45.904263
2950	45.757775
2960	48.550829
2970	51.972869
2980	48.948485
2990	51.757408
3000	46.987060
3010	51.157109
3020	50.439924
3030	50.453658
3040	54.745781
3050	54.699698
3060	50.309610
3070	51.928007
3080	48.886227
3090	53.097781
3100	45.608234
3110	52.844783
3120	48.219092
3130	45.091556
3140	50.078585
3150	52.585376
3160	48.498032
3170	54.423200
3180	54.972839
3190	50.628529
3200	48.867611
3210	47.842189
3220	51.125675
3230	45.186163
3240	49.557024
3250	54.367656
3260	52.272866
3270	53.083743
3280	50.825983
3290	45.790124
3300	49.622028
3310	50.894345
3320	53.160649
3330	48.435774
3340	47.673116
3350	47.320933
3360	48.717460
3370	46.168554
3380	51.289254
3390	46.830195
3400	54.020051
3410	54.652089
3420	54.015473
3430	54.533982
3440	53.903470
3450	46.854610
3460	47.649922
3470	52.322001
3480	46.709342
3490	49.809412
3500	53.065432
3510	46.246376
3520	50.733207
3530	52.620472
3540	52.277749
3550	45.153508
3560	51.916410
3570	45.721152
3580	51.766259
3590	50.566576
3600	52.795038
